"10","12","0","25","1000","19500","20","0","2","巡邏郊外道路","命令隊員在<hex:02093CE802FF10E69DB1E68B89E8ABBEE8A5BFE4BA9EFF19E9BB91E8A1A3E6A3AEE69E97E58D97E983A8E69E97E58D80FF0DE58D97E896A9E7B48DE898AD03>的主要道路巡邏。當地道路多為運輸要道，睜大眼睛，確保道路治安。","0","0","0","0","0","0","0","0","0","0","0","0","425","140","280","425","280","155","20","20","20","20","20","20","285","450","155","160","450","280","20","20","20","20","20","20","160","280","435","285","140","435","20","20","20","20","20","20","20","20","20","20","20","20"
"11","12","0","30","1000","22500","20","0","2","偵察蠻族據點","命令隊員前往<hex:02093FE802FF13E59CB0E99D88E8BB8DE8A9A6E68E98E59CB0FF13E9B3A5E4BABAE8BB8DE68EA1E4BC90E68980FF13E89CA5E89CB4E4BABAE8BB8DE999A3E59CB003>執行偵察行動。消滅迎擊的敵方蠻族，將情報帶回。","0","0","0","0","0","0","0","0","0","0","0","0","170","440","440","295","155","295","20","20","20","20","20","20","295","300","175","465","465","170","20","20","20","20","20","20","450","175","300","155","295","450","20","20","20","20","20","20","20","20","20","20","20","20"
"12","12","0","35","1000","25500","20","0","2","搜索失蹤人員","有友軍部隊成員在<hex:02093FE802FF13E68B89E8ABBEE8A5BFE4BA9EE5A496E59CB0FF19E9BB91E8A1A3E6A3AEE69E97E58C97E983A8E69E97E58D80FF0DE58C97E896A9E7B48DE898AD03>失蹤。在敵對勢力強大的區域迅速進行搜索救援。","0","0","0","0","0","0","0","0","0","0","0","0","310","185","455","170","310","455","20","20","20","20","20","20","480","310","315","480","185","190","20","20","20","20","20","20","170","465","190","310","465","315","20","20","20","20","20","20","20","20","20","20","20","20"
"13","12","0","35","1000","27000","20","0","2","與同盟軍的聯合演習","與<hex:020924E802FF0AE68186E8BC9DE99A8AFF0AE9BB91E6B8A6E59C98FF0AE99B99E89B87E9BBA803>的聯合演習即將開始。作為<hex:020924E802FF0AE9BB91E6B8A6E59C98FF0AE99B99E89B87E9BBA8FF0AE68186E8BC9DE99A8A03>的代表參加演習，並展現我軍優秀的能力。","14945","14945","14945","14945","14945","14945","1","1","1","1","1","1","455","310","170","310","185","455","20","20","20","20","20","20","190","480","480","185","310","315","20","20","20","20","20","20","315","170","310","465","465","190","20","20","20","20","20","20","20","20","20","20","20","20"
"14","13","15","40","4000","30000","0","0","2","重要任務：奪取水晶","為了阻止敵對蠻族召喚<hex:020924E802FF07E6B3B0E59DA6FF0AE8BFA6E6A893E7BE85FF0DE4BC8AE5BC97E588A9E789B903>，在<hex:02093FE802FF13E59CB0E99D88E8BB8DE8A9A6E68E98E59CB0FF13E9B3A5E4BABAE8BB8DE68EA1E4BC90E68980FF13E89CA5E89CB4E4BABAE8BB8DE999A3E59CB003>開始了奪取水晶的作戰。與友軍部隊合作，潛入地方據點，奪取目標物品。","0","0","0","0","0","0","0","0","0","0","0","0","315","315","315","315","315","315","0","0","0","0","0","0","325","325","325","325","325","325","0","0","0","0","0","0","340","340","340","340","340","340","0","0","0","0","0","0","100","100","100","100","100","100"
"15","16","17","40","4000","30000","0","0","2","重要任務：奪取水晶","為了阻止敵對蠻族召喚<hex:020924E802FF07E6B3B0E59DA6FF0AE8BFA6E6A893E7BE85FF0DE4BC8AE5BC97E588A9E789B903>，在<hex:02093FE802FF13E59CB0E99D88E8BB8DE8A9A6E68E98E59CB0FF13E9B3A5E4BABAE8BB8DE68EA1E4BC90E68980FF13E89CA5E89CB4E4BABAE8BB8DE999A3E59CB003>開始了奪取水晶的作戰。與友軍部隊合作，潛入地方據點，奪取目標物品。","0","0","0","0","0","0","0","0","0","0","0","0","315","315","315","315","315","315","0","0","0","0","0","0","325","325","325","325","325","325","0","0","0","0","0","0","340","340","340","340","340","340","0","0","0","0","0","0","100","100","100","100","100","100"
"16","15","0","40","2000","30000","20","0","3","強襲蠻族據點","對<hex:02093CE802FF19E6ADA6E4BCBDE791AAE7BE85E6ADA6E8A39DE7A4A6E5B1B1FF10E9A2A8E68F9AE6AE96E6B091E59CB0FF0DE4B88DE68294E688B0E999A303>的強襲作戰開始了。立即與友軍部隊會合，助其一臂之力。","14946","14946","14946","14946","14946","14946","5","5","5","5","5","5","530","530","385","245","385","265","20","20","20","20","20","20","385","275","560","560","265","385","20","20","20","20","20","20","275","385","245","385","540","540","20","20","20","20","20","20","20","20","20","20","20","20"
"17","15","0","40","2000","30000","20","0","3","取締違法武器交易","諜報部門傳來了違法武器販賣的情報。前往指定的交易場所，將犯罪者一網打盡。","14947","14947","14947","14947","14947","14947","5","5","5","5","5","5","385","245","385","265","530","530","20","20","20","20","20","20","560","560","265","385","385","275","20","20","20","20","20","20","245","385","540","540","275","385","20","20","20","20","20","20","20","20","20","20","20","20"
"18","15","0","40","2000","30000","20","0","3","偵察帝國軍據點","命令隊員對<hex:020936E802FF10E5B89DE59C8BE8A5BFE696B9E5A0A1FF10E5B89DE59C8BE4B8ADE5A4AEE5A0A1FF10E5B89DE59C8BE58D97E696B9E5A0A103>進行偵察。帶回該地帝國軍部隊動向的相關情報。","14948","14948","14948","14948","14948","14948","5","5","5","5","5","5","385","265","530","530","385","245","20","20","20","20","20","20","265","385","385","275","560","560","20","20","20","20","20","20","540","540","275","385","245","385","20","20","20","20","20","20","20","20","20","20","20","20"
"19","15","0","40","2000","30000","20","0","3","追蹤帝國軍逃兵","有目擊情報稱，在<hex:02093CE802FF10E69DB1E68B89E8ABBEE8A5BFE4BA9EFF19E9BB91E8A1A3E6A3AEE69E97E69DB1E983A8E69E97E58D80FF0DE58C97E896A9E7B48DE898AD03>發現帝國軍逃兵。立即前往現場，搜尋並捕獲可疑人物。","14949","14949","14949","14949","14949","14949","5","5","5","5","5","5","530","385","245","385","265","530","20","20","20","20","20","20","275","560","560","265","385","385","20","20","20","20","20","20","385","245","385","540","540","275","20","20","20","20","20","20","20","20","20","20","20","20"
"20","15","0","40","2000","30000","20","0","3","發動對帝國軍的牽制攻擊","艾奧傑亞同盟軍將在摩杜納展開對帝國軍部隊的牽制攻擊。代表<hex:020924E802FF0AE9BB91E6B8A6E59C98FF0AE99B99E89B87E9BBA8FF0AE68186E8BC9DE99A8A03>參戰，引導作戰成功。","14950","14950","14950","14950","14950","14950","5","5","5","5","5","5","245","385","265","530","530","385","20","20","20","20","20","20","560","265","385","385","275","560","20","20","20","20","20","20","385","540","540","275","385","245","20","20","20","20","20","20","20","20","20","20","20","20"
"21","15","0","40","2000","30000","20","0","3","切斷蠻族補給線作戰","為了切斷<hex:02095AE802FF19E8A5BFE68B89E8ABBEE8A5BFE4BA9EE9AD9AE4BABAE6978FFF22E9BB91E8A1A3E6A3AEE69E97E58C97E983A8E69E97E58D80E9B3A5E4BABAE6978FFF19E58D97E896A9E7B48DE898ADE89CA5E89CB4E4BABAE6978F03>的補給線，投入大部隊的作戰開始了。服從<hex:020927E802FF0AE8BB8DE4BBA4E983A8FF0AE58FB8E4BBA4E983A8FF0DE4BD9CE688B0E7B8BDE983A803>的指示，參加作戰。","14951","14951","14951","14951","14951","14951","5","5","5","5","5","5","265","530","530","385","245","385","20","20","20","20","20","20","385","385","275","560","560","265","20","20","20","20","20","20","540","275","385","245","385","540","20","20","20","20","20","20","20","20","20","20","20","20"
"22","15","0","40","2000","30000","20","0","3","追蹤通緝犯","有目擊情報稱，在<hex:02092AE802FF0DE68B89E8ABBEE8A5BFE4BA9EFF0DE9BB91E8A1A3E6A3AEE69E97FF0AE896A9E7B48DE898AD03>發現了<hex:020924E802FF0AE68186E8BC9DE99A8AFF0AE9BB91E6B8A6E59C98FF0AE99B99E89B87E9BBA803>正在通緝的罪犯。協助<hex:020924E802FF0AE68186E8BC9DE99A8AFF0AE9BB91E6B8A6E59C98FF0AE99B99E89B87E9BBA803>的特務軍官進行追蹤。","14952","14952","14952","14952","14952","14952","5","5","5","5","5","5","530","530","245","385","265","385","20","20","20","20","20","20","275","385","560","560","385","265","20","20","20","20","20","20","385","275","385","245","540","540","20","20","20","20","20","20","20","20","20","20","20","20"
"23","15","0","40","2000","30000","20","0","3","殲滅帝國軍補給部隊","諜報部門傳來了有關帝國軍補給部隊的重要情報。殲滅前往<hex:020936E802FF10E5B89DE59C8BE8A5BFE696B9E5A0A1FF10E5B89DE59C8BE4B8ADE5A4AEE5A0A1FF10E5B89DE59C8BE58D97E696B9E5A0A103>的敵方補給部隊。","14953","14953","14953","14953","14953","14953","5","5","5","5","5","5","245","385","265","385","530","530","20","20","20","20","20","20","560","560","385","265","275","385","20","20","20","20","20","20","385","245","540","540","385","275","20","20","20","20","20","20","20","20","20","20","20","20"
"24","15","0","40","2000","30000","20","0","3","消滅合成生物","在我國領土內發現了可怕的合成生物。追蹤<hex:020957E802FF19E8BAABE8BB80E5B7A8E5A4A7E79A84E5BD8CE8ABBEE999B6FF1FE6938DE7B8B1E5BCB7E5A4A7E9AD94E6B395E79A84E68B89E7B1B3E4BA9EFF19E795B0E5B8B8E587B6E78C9BE79A84E5A587E7BE8EE68B8903>，將其消滅。","14954","14954","14954","14954","14954","14954","5","5","5","5","5","5","265","385","530","530","245","385","20","20","20","20","20","20","385","265","275","385","560","560","20","20","20","20","20","20","540","540","385","275","385","245","20","20","20","20","20","20","20","20","20","20","20","20"
"25","15","0","50","3000","37500","20","0","3","與拂曉的共同作戰","為了調查<hex:020927E802FF0AE59CB0E99D88E6978FFF0AE9B3A5E4BABAE6978FFF0DE89CA5E89CB4E4BABAE6978F03>召喚蠻神的前兆，與拂曉血盟展開共同作戰。和同屬於組織的<hex:020936E802FF13E88085E696AFE68B89E4BD9BE5B88CE696AFFF10E98194E59182E696AFE6B3B0E788BEFF0DE998BFE9BA97E4BA9EE5A89C03>會合，聽從其指示。","14946","14946","14946","14946","14946","14946","10","10","10","10","10","10","295","430","590","590","275","430","20","20","20","20","20","20","430","295","305","430","620","620","20","20","20","20","20","20","600","600","430","305","430","275","20","20","20","20","20","20","20","20","20","20","20","20"
"26","15","0","50","3000","37500","20","0","3","開發反魔導兵器戰術","為了更加有效地開發反魔導兵器戰術，使用繳獲的帝國軍魔導兵器進行模擬戰。","14947","14947","14947","14947","14947","14947","10","10","10","10","10","10","275","430","295","430","590","590","20","20","20","20","20","20","620","620","430","295","305","430","20","20","20","20","20","20","430","275","600","600","430","305","20","20","20","20","20","20","20","20","20","20","20","20"
"27","15","0","50","3000","37500","20","0","3","市民救出作戰","有情報稱<hex:020981E802FF31E58F97E9AD9AE4BABAE6978FE694AFE9858DE79A84E6B5B7E79B9CE59C98E3808CE6B5B7E89B87E4B98BE8888CE3808DFF1FE9B3A5E4BABAE6978FE79A84E8A39DE794B2E6B0A3E79083E983A8E99A8AFF2BE89CA5E89CB4E4BABAE6978FE79A84E68B90E4BABAE983A8E99A8AE3808CE7828EE78999E79CBEE3808D03>綁架了普通市民。在無辜的市民們成為蠻神的祭品前，潛入敵方據點將其救出。","14948","14948","14948","14948","14948","14948","10","10","10","10","10","10","590","590","275","430","295","430","20","20","20","20","20","20","305","430","620","620","430","295","20","20","20","20","20","20","430","305","430","275","600","600","20","20","20","20","20","20","20","20","20","20","20","20"
"28","15","0","50","3000","37500","20","0","3","消滅武裝集團","被認為是<hex:020957E802FF13E8BC9DE9B197E4BABAE688B0E9ACA5E59C98FF10E8B1B9E788AAE581B7E78DB5E59C98FF2EE58E9FE998BFE68B89E7B1B3E6A0BCE78E8BE5AEA4E8A6AAE8A19BE99A8AE3808CE9AAB8E69785E59C98E3808D03>分支的武裝集團在我國領土內為非作歹，成為了巨大的威脅。立即前往現場，消滅他們。","14949","14949","14949","14949","14949","14949","10","10","10","10","10","10","295","590","590","430","275","430","20","20","20","20","20","20","430","430","305","620","620","295","20","20","20","20","20","20","600","305","430","275","430","600","20","20","20","20","20","20","20","20","20","20","20","20"
"29","15","0","50","3000","37500","20","0","3","取締違法邪教教團","宣揚末日思想的邪教教團「最後之民」正在進行非法布教。扮成普通市民在<hex:020938E802FF15E588A9E5A786E896A9C2B7E7BE85E6958FE896A9FF10E6A0BCE9878CE98194E5B0BCE4BA9EFF0DE7838FE788BEE98194E5938803>境內巡視，揭發前來宣傳的邪教一夥。","14950","14950","14950","14950","14950","14950","10","10","10","10","10","10","275","430","295","590","590","430","20","20","20","20","20","20","620","295","430","430","305","620","20","20","20","20","20","20","430","600","600","305","430","275","20","20","20","20","20","20","20","20","20","20","20","20"
"30","15","0","50","3000","37500","20","0","3","消滅非法召喚的妖異","有目擊情報稱，在我國領土內發現了被違法召喚的妖異。追蹤<hex:02093CE802FF10E5A4A2E9AD94E59E8BE5A696E795B0FF10E8A18CE5909FE59E8BE5A696E795B0FF16E5AE89E58FAFE59388E6A0BCE59E8BE5A696E795B003>，並將其消滅。","14951","14951","14951","14951","14951","14951","10","10","10","10","10","10","590","430","275","430","295","590","20","20","20","20","20","20","305","620","620","295","430","430","20","20","20","20","20","20","430","275","430","600","600","305","20","20","20","20","20","20","20","20","20","20","20","20"
"31","15","0","50","3000","37500","20","0","3","擊破帝國軍廢棄兵器","被帝國軍廢棄的魔導兵器因某種原因而失控，威脅到了領地內的安全。立即前往現場，與特務士官合作將目標擊破。","14952","14952","14952","14952","14952","14952","10","10","10","10","10","10","430","295","590","590","430","275","20","20","20","20","20","20","295","430","430","305","620","620","20","20","20","20","20","20","600","600","305","430","275","430","20","20","20","20","20","20","20","20","20","20","20","20"
"32","15","0","50","3000","37500","20","0","3","排除哥布林族集團","哥布林族科學家組織青藍之手的下屬集團正在我方領土內進行機工兵器的驗證試驗。立即趕往現場，阻止未經許可的試驗。","14953","14953","14953","14953","14953","14953","10","10","10","10","10","10","430","275","430","295","590","590","20","20","20","20","20","20","620","620","295","430","430","305","20","20","20","20","20","20","275","430","600","600","305","430","20","20","20","20","20","20","20","20","20","20","20","20"
"33","15","0","50","3000","37500","20","0","3","揭發假副牙士","據稱，有一位自稱是格里達尼亞副牙士的強壯男人經常大聲恐嚇無辜的市民。為了維護艾奧傑亞同盟軍的威信，揭發這個副牙士。","14954","14954","14954","14954","14954","14954","10","10","10","10","10","10","590","590","430","275","430","295","20","20","20","20","20","20","430","305","620","620","295","430","20","20","20","20","20","20","305","430","275","430","600","600","20","20","20","20","20","20","20","20","20","20","20","20"
"34","17","19","50","5000","40000","0","0","2","重要任務：殲滅帝國軍特殊部隊","諜報部門發現有一支帝國軍特殊部隊潛入到了<hex:020930E802FF10E69DB1E68B89E8ABBEE8A5BFE4BA9EFF0DE69DB1E983A8E69E97E58D80FF0DE58C97E896A9E7B48DE898AD03>。他們想進入我們的城市展開破壞，騷擾我軍大後方。請立刻趕赴現場，殲滅敵方部隊！","0","0","0","0","0","0","0","0","0","0","0","0","370","370","370","370","370","370","0","0","0","0","0","0","355","355","355","355","355","355","0","0","0","0","0","0","345","345","345","345","345","345","0","0","0","0","0","0","100","100","100","100","100","100"
