"404","linkshell4"
"405","通訊貝4"
"406","linkshell5"
"407","通訊貝5"
"408","linkshell6"
"409","通訊貝6"
"410","linkshell7"
"411","通訊貝7"
"412","linkshell8"
"413","通訊貝8"
"414","mentor"
"415","指導者"
"416","pvementor"
"417","戰鬥指導者"
"418","pvpmentor"
"419","對戰指導者"
"420","tradementor"
"421","製作採集指導者"
"422","roleplay"
"423","角色扮演中"
"424","returner"
"425","回歸者"
"426","pvpaction"
"427","對戰技能"
"428","small"
"429","小"
"430","medium"
"431","中"
"432","large"
"433","大"
"434","perform"
"435","樂器演奏"
"436","任務指令"
"437","任務指令"
"438","quickchat"
"439","快捷發言"
"440","blueaction"
"441","青魔法技能"
"442","preset"
"443","預設"
"444","attack"
"445","攻勢"
"446","defense"
"447","守勢"
"448","cwlinkshell1"
"449","跨服貝1"
"450","cwlinkshell2"
"451","跨服貝2"
"452","cwlinkshell3"
"453","跨服貝3"
"454","cwlinkshell4"
"455","跨服貝4"
"456","cwlinkshell5"
"457","跨服貝5"
"458","cwlinkshell6"
"459","跨服貝6"
"460","cwlinkshell7"
"461","跨服貝7"
"462","cwlinkshell8"
"463","跨服貝8"
"464","block"
"465","區塊"
"466","saddlebag"
"467","陸行鳥鞍囊"
"468","rightsaddlebag"
"469","陸行鳥鞍囊2"
"470","gton"
"471","地面開"
"472","gtoff"
"473","地面關"
"474","enemypc"
"475","敵人"
"476","attack6"
"477","攻擊6"
"478","attack7"
"479","攻擊7"
"480","attack8"
"481","攻擊8"
"482","se"
"483","音效"
"484","mute"
"485","靜音"
"486","JobHUD1"
"487","職業量表1"
"488","JobHUD2"
"489","職業量表2"
"490","JobGauge1"
"491","職業量表1"
"492","JobGauge2"
"493","職業量表2"
"1000","<t>"
"1001","<目標>"
"1002","<tt>"
"1003","<目標的目標>"
"1004","<f>"
"1005","<焦點目標>"
"1006","<lt>"
"1007","<上次目標>"
"1008","<la>"
"1009","<上次攻擊者>"
"1010","<a>"
"1011","<錨點>"
"1012","<mo>"
"1013","<滑鼠>"
"1014","<me>"
"1015","<自己>"
"1016","<c>"
"1017","<搭檔>"
"1018","<p>"
"1019","<召喚獸>"
"1020","<r>"
"1021","<回覆>"
"1022","<lastst>"
"1023","<上次次級目標>"
