"30","2","19","5","False","<hex:020968E802FF2BE58F83E58AA0E881AFE59088E9878DE5BBBAE5B7A5E7A88BE5BBBAE980A0E599B4E6B389E595A6EFBC81FF38E7ACAC35E99A8EE6AEB5E38080E58F83E58AA0E881AFE59088E9878DE5BBBAE5B7A5E7A88BE5BBBAE980A0E599B4E6B389E595A6EFBC8103>"
"31","2","21","6","True","<hex:020950E802FF1FE88196E7BE85E59F83E58B92E5BBA3E5A0B4E695B4E58299E8A888E58A83FF2CE7ACAC36E99A8EE6AEB5E38080E88196E7BE85E59F83E58B92E5BBA3E5A0B4E695B4E58299E8A888E58A8303>"
"32","2","21","7","False","<hex:020956E802FF22E9968BE5A78BE89197E6898BE5BBBAE8A8ADE696B0E79A84E98193E8B7AFEFBC81FF2FE7ACAC37E99A8EE6AEB5E38080E9968BE5A78BE89197E6898BE5BBBAE8A8ADE696B0E79A84E98193E8B7AFEFBC8103>"
"33","2","24","8","False","<hex:02098CE802FF3DE68891E4B880E79BB4E59CA8E8A780E8B39EE89197E59084E4BD8DE5B7A5E58CA0E4BD9CE6A5ADE69982E88FAFE9BA97E79A84E6A8A3E5AD90E38082FF4AE7ACAC38E99A8EE6AEB5E38080E68891E4B880E79BB4E59CA8E8A780E8B39EE89197E59084E4BD8DE5B7A5E58CA0E4BD9CE6A5ADE69982E88FAFE9BA97E79A84E6A8A3E5AD90E3808203>"
"34","2","26","9","False","<hex:02094AE802FF1CE68B9BE4BABAEFBC81E98BAAE8A39DE4BD9CE6A5ADE593A1EFBC81FF29E7ACAC39E99A8EE6AEB5E38080E68B9BE4BABAEFBC81E98BAAE8A39DE4BD9CE6A5ADE593A1EFBC8103>"
"35","2","29","10","False","<hex:02097BE802FF34E59CA8E881AFE59088E9878DE5BBBAE5B7A5E7A88BE4B8ADE5B195E78FBEE5B7A5E58CA0E79A84E6898BE8979DE590A7EFBC81FF42E7ACAC3130E99A8EE6AEB5E38080E59CA8E881AFE59088E9878DE5BBBAE5B7A5E7A88BE4B8ADE5B195E78FBEE5B7A5E58CA0E79A84E6898BE8979DE590A7EFBC8103>"
"36","2","30","11","True","<hex:02094BE802FF1CE696B0E5B7A2E5B185E4BD8FE58D80E695B4E58299E8A888E58A83FF2AE7ACAC3131E99A8EE6AEB5E38080E696B0E5B7A2E5B185E4BD8FE58D80E695B4E58299E8A888E58A8303>"
"37","2","30","12","False","<hex:0209A5E802FF49E7B582E696BCE8A681E59CA8E5B185E4BD8FE58D80E79A84E9A090E5AE9AE696BDE5B7A5E59CB0E9BB9EE9968BE5A78BE881AFE59088E9878DE5BBBAE5B7A5E7A88BE4BA86EFBC81FF57E7ACAC3132E99A8EE6AEB5E38080E7B582E696BCE8A681E59CA8E5B185E4BD8FE58D80E79A84E9A090E5AE9AE696BDE5B7A5E59CB0E9BB9EE9968BE5A78BE881AFE59088E9878DE5BBBAE5B7A5E7A88BE4BA86EFBC8103>"
"38","2","33","13","False","<hex:02095DE802FF25E881AFE59088E9878DE5BBBAE5B7A5E7A88BE9A086E588A9E980B2E8A18CE4B8ADEFBC81FF33E7ACAC3133E99A8EE6AEB5E38080E881AFE59088E9878DE5BBBAE5B7A5E7A88BE9A086E588A9E980B2E8A18CE4B8ADEFBC8103>"
"39","2","35","14","False","<hex:020951E802FF1FE8AB8BE7B9BCE7BA8CE58D94E58AA9E6B885E999A4E793A6E7A4ABEFBC81FF2DE7ACAC3134E99A8EE6AEB5E38080E8AB8BE7B9BCE7BA8CE58D94E58AA9E6B885E999A4E793A6E7A4ABEFBC8103>"
"40","2","37","15","False","<hex:02097BE802FF34E995B7E69982E99693E79A84E793A6E7A4ABE6B885E999A4E4BD9CE6A5ADEFBC8CE8BE9BE88BA6E59084E4BD8DE4BA86EFBC81FF42E7ACAC3135E99A8EE6AEB5E38080E995B7E69982E99693E79A84E793A6E7A4ABE6B885E999A4E4BD9CE6A5ADEFBC8CE8BE9BE88BA6E59084E4BD8DE4BA86EFBC8103>"
"41","2","40","16","False","<hex:020957E802FF22E7B582E696BCE8A681E9968BE5A78BE5BBBAE8A8ADE4BD8FE688BFE4BA86EFBC81FF30E7ACAC3136E99A8EE6AEB5E38080E7B582E696BCE8A681E9968BE5A78BE5BBBAE8A8ADE4BD8FE688BFE4BA86EFBC8103>"
"42","2","43","17","False","<hex:020945E802FF19E4BD8FE688BFE6ADA3E59CA8E5BBBAE8A8ADE4B8ADEFBC81FF27E7ACAC3137E99A8EE6AEB5E38080E4BD8FE688BFE6ADA3E59CA8E5BBBAE8A8ADE4B8ADEFBC8103>"
"43","2","46","18","False","<hex:02096FE802FF2EE6ADA4E6ACA1E782BAE69CACE69C9FE69C80E5BE8CE79A84E881AFE59088E9878DE5BBBAE5B7A5E7A88BEFBC81FF3CE7ACAC3138E99A8EE6AEB5E38080E6ADA4E6ACA1E782BAE69CACE69C9FE69C80E5BE8CE79A84E881AFE59088E9878DE5BBBAE5B7A5E7A88BEFBC8103>"
"44","2","48","19","True","<hex:020951E802FF1FE696B0E5B7A2E5B185E4BD8FE58D80EFBC9AE695B4E58299E5AE8CE68890FF2DE7ACAC3139E99A8EE6AEB5E38080E696B0E5B7A2E5B185E4BD8FE58D80EFBC9AE695B4E58299E5AE8CE6889003>"
"45","3","11","4","True","關於庫啵好運道"
"46","3","11","5","True","關於雲冠群島"
"47","1","0","0","True",""
"48","1","0","0","True",""
"49","1","0","0","True",""
"50","1","0","0","True",""
"51","2","49","1","True","<hex:02094AE802FF1CE890BDE7BEBDE59586E6A5ADE58D80E695B4E58299E8A888E58A83FF29E7ACAC31E99A8EE6AEB5E38080E890BDE7BEBDE59586E6A5ADE58D80E695B4E58299E8A888E58A8303>"
"52","2","50","2","False","<hex:020962E802FF28E6ADA1E8BF8EE5B08DE58A9BE9878FE69C89E887AAE4BFA1E79A84E4BABAE58F83E58AA0EFBC81FF35E7ACAC32E99A8EE6AEB5E38080E6ADA1E8BF8EE5B08DE58A9BE9878FE69C89E887AAE4BFA1E79A84E4BABAE58F83E58AA0EFBC8103>"
"53","2","52","3","False","<hex:020950E802FF1FE68B9CE8A897E59084E4BD8DE58EBBE6B885E999A4E793A6E7A4ABEFBC81FF2CE7ACAC33E99A8EE6AEB5E38080E68B9CE8A897E59084E4BD8DE58EBBE6B885E999A4E793A6E7A4ABEFBC8103>"
"54","2","54","4","False","<hex:020956E802FF22E6849FE8AC9DE59084E4BD8DE5B9B3E697A5E8A3A1E79A84E58D94E58AA9E38082FF2FE7ACAC34E99A8EE6AEB5E38080E6849FE8AC9DE59084E4BD8DE5B9B3E697A5E8A3A1E79A84E58D94E58AA9E3808203>"
"55","2","56","5","False","<hex:020932E802FF10E58B9FE99B86E4BABAE6898BEFBC81FF1DE7ACAC35E99A8EE6AEB5E38080E58B9FE99B86E4BABAE6898BEFBC8103>"
"56","2","59","6","False","<hex:02095CE802FF25E8A681E9968BE5A78BE5BBBAE980A0E5A4A7E8A68FE6A8A1E8A8ADE696BDE4BA86EFBC81FF32E7ACAC36E99A8EE6AEB5E38080E8A681E9968BE5A78BE5BBBAE980A0E5A4A7E8A68FE6A8A1E8A8ADE696BDE4BA86EFBC8103>"
"57","2","62","7","False","<hex:02096EE802FF2EE8AB8BE9968BE5A78BE881AFE59088E9878DE5BBBAE5B7A5E7A88BE5BBBAE980A0E5BBBAE7AF89E789A9EFBC81FF3BE7ACAC37E99A8EE6AEB5E38080E8AB8BE9968BE5A78BE881AFE59088E9878DE5BBBAE5B7A5E7A88BE5BBBAE980A0E5BBBAE7AF89E789A9EFBC8103>"
"58","2","65","8","False","<hex:02096EE802FF2EE4BD8FE688BFE79A84E5BBBAE8A8ADE5B7A5E4BD9CE6ADA3E59CA8E9A086E588A9E980B2E8A18CE4B8ADEFBC81FF3BE7ACAC38E99A8EE6AEB5E38080E4BD8FE688BFE79A84E5BBBAE8A8ADE5B7A5E4BD9CE6ADA3E59CA8E9A086E588A9E980B2E8A18CE4B8ADEFBC8103>"
"59","2","67","9","True","<hex:020944E802FF19E7AE97E79BA4E5A4A7E8A197E695B4E58299E8A888E58A83FF26E7ACAC39E99A8EE6AEB5E38080E7AE97E79BA4E5A4A7E8A197E695B4E58299E8A888E58A8303>"
"60","2","68","10","False","<hex:02095DE802FF25E9968BE5A78BE5B08DE696B0E5A4A7E8A197E980B2E8A18CE695B4E58299E4BA86EFBC81FF33E7ACAC3130E99A8EE6AEB5E38080E9968BE5A78BE5B08DE696B0E5A4A7E8A197E980B2E8A18CE695B4E58299E4BA86EFBC8103>"
"61","2","70","11","False","<hex:020969E802FF2BE58DB3E5B087E5B08DE7AE97E79BA4E5A4A7E8A197E980B2E8A18CE98BAAE8A39DE4BD9CE6A5ADEFBC81FF39E7ACAC3131E99A8EE6AEB5E38080E58DB3E5B087E5B08DE7AE97E79BA4E5A4A7E8A197E980B2E8A18CE98BAAE8A39DE4BD9CE6A5ADEFBC8103>"
"62","2","73","12","False","<hex:020969E802FF2BE8AB8BE782BAE7AE97E79BA4E5A4A7E8A197E8A39DE9A3BEE7BE8EE9BA97E79A84E99B95E5838FE38082FF39E7ACAC3132E99A8EE6AEB5E38080E8AB8BE782BAE7AE97E79BA4E5A4A7E8A197E8A39DE9A3BEE7BE8EE9BA97E79A84E99B95E5838FE3808203>"
"63","2","74","13","True","<hex:020945E802FF19E799BDE99C9CE5AE98E8888DE695B4E58299E8A888E58A83FF27E7ACAC3133E99A8EE6AEB5E38080E799BDE99C9CE5AE98E8888DE695B4E58299E8A888E58A8303>"
"64","2","75","14","False","<hex:020951E802FF1FE9968BE5A78BE5BBBAE8A8ADE5B7A8E5A4A7E79A84E8A8ADE696BDEFBC81FF2DE7ACAC3134E99A8EE6AEB5E38080E9968BE5A78BE5BBBAE8A8ADE5B7A8E5A4A7E79A84E8A8ADE696BDEFBC8103>"
"65","2","79","15","True","<hex:020951E802FF1FE890BDE7BEBDE59586E6A5ADE58D80EFBC9AE695B4E58299E5AE8CE68890FF2DE7ACAC3135E99A8EE6AEB5E38080E890BDE7BEBDE59586E6A5ADE58D80EFBC9AE695B4E58299E5AE8CE6889003>"
"66","1","0","0","True",""
"67","1","0","0","True",""
"68","1","0","0","True",""
"69","1","0","0","True",""
"70","1","0","0","True",""
"71","2","80","1","True","<hex:020950E802FF1FE8A5BFE69887E6AD8CE69687E58C96E58D80E695B4E58299E8A888E58A83FF2CE7ACAC31E99A8EE6AEB5E38080E8A5BFE69887E6AD8CE69687E58C96E58D80E695B4E58299E8A888E58A8303>"
"72","2","81","2","False","<hex:02095CE802FF25E6B885E999A4E8A5BFE69887E6AD8CE69687E58C96E58D80E79A84E793A6E7A4ABEFBC81FF32E7ACAC32E99A8EE6AEB5E38080E6B885E999A4E8A5BFE69887E6AD8CE69687E58C96E58D80E79A84E793A6E7A4ABEFBC8103>"
"73","2","83","3","False","<hex:020962E802FF28E68B9CE8A897E59084E4BD8DE980B2E8A18CE6B885E68E83E88887E98BAAE8A39DE4BD9CE6A5ADFF35E7ACAC33E99A8EE6AEB5E38080E68B9CE8A897E59084E4BD8DE980B2E8A18CE6B885E68E83E88887E98BAAE8A39DE4BD9CE6A5AD03>"
"74","2","86","4","False","<hex:020962E802FF28E9968BE5A78BE5BBBAE8A8ADE8A5BFE69687E58C96E58D80E79A84E4BD8FE688BFE4BA86EFBC81FF35E7ACAC34E99A8EE6AEB5E38080E9968BE5A78BE5BBBAE8A8ADE8A5BFE69687E58C96E58D80E79A84E4BD8FE688BFE4BA86EFBC8103>"
"75","2","89","5","False","<hex:02096EE802FF2EE8A681E6BA96E58299E9968BE5A78BE980B2E8A18CE881AFE59088E9878DE5BBBAE5B7A5E7A88BE4BA86EFBC81FF3BE7ACAC35E99A8EE6AEB5E38080E8A681E6BA96E58299E9968BE5A78BE980B2E8A18CE881AFE59088E9878DE5BBBAE5B7A5E7A88BE4BA86EFBC8103>"
"76","2","92","6","False","<hex:020980E802FF37E8A5BFE69687E58C96E58D80E79A84E695B4E58299E5B7A5E4BD9CE98284E5B7AEE4B880E9BB9EE5B0B1E5AE8CE5B7A5E4BA86EFBC81FF44E7ACAC36E99A8EE6AEB5E38080E8A5BFE69687E58C96E58D80E79A84E695B4E58299E5B7A5E4BD9CE98284E5B7AEE4B880E9BB9EE5B0B1E5AE8CE5B7A5E4BA86EFBC8103>"
"77","2","94","7","True","<hex:02093EE802FF16E8A9A9E4BCAFE99680E695B4E58299E8A888E58A83FF23E7ACAC37E99A8EE6AEB5E38080E8A9A9E4BCAFE99680E695B4E58299E8A888E58A8303>"
"78","2","95","8","False","<hex:02094AE802FF1CE8A9A9E4BCAFE99680E6ADA3E59CA8E4BFAEE7B995E4B8ADEFBC81FF29E7ACAC38E99A8EE6AEB5E38080E8A9A9E4BCAFE99680E6ADA3E59CA8E4BFAEE7B995E4B8ADEFBC8103>"
"79","2","97","9","False","<hex:020950E802FF1FE69DB1E69887E6AD8CE69687E58C96E58D80E695B4E58299E8A888E58A83FF2CE7ACAC39E99A8EE6AEB5E38080E69DB1E69887E6AD8CE69687E58C96E58D80E695B4E58299E8A888E58A8303>"
"80","2","98","10","False","<hex:020951E802FF1FE69C80E5BE8CE79A84E793A6E7A4ABE6B885E999A4E4BD9CE6A5ADEFBC81FF2DE7ACAC3130E99A8EE6AEB5E38080E69C80E5BE8CE79A84E793A6E7A4ABE6B885E999A4E4BD9CE6A5ADEFBC8103>"
"81","2","100","11","False","<hex:020975E802FF31E69CACE6ACA1E5B087E698AFE69C80E5BE8CE4B880E6ACA1E6B885E68E83E88887E98BAAE8A39DE4BD9CE6A5ADEFBC81FF3FE7ACAC3131E99A8EE6AEB5E38080E69CACE6ACA1E5B087E698AFE69C80E5BE8CE4B880E6ACA1E6B885E68E83E88887E98BAAE8A39DE4BD9CE6A5ADEFBC8103>"
"82","2","103","12","True","<hex:020963E802FF28E696B0E4BD8FE688BFE79A84E5BBBAE8A8ADE5B7A5E4BD9CE5B7B2E7B693E9968BE5A78BE4BA86FF36E7ACAC3132E99A8EE6AEB5E38080E696B0E4BD8FE688BFE79A84E5BBBAE8A8ADE5B7A5E4BD9CE5B7B2E7B693E9968BE5A78BE4BA8603>"
"83","2","106","13","False","<hex:020963E802FF28E4BD8FE688BFE5BBBAE8A8ADE7B582E696BCE588B0E4BA86E694B6E5B0BEE99A8EE6AEB5EFBC81FF36E7ACAC3133E99A8EE6AEB5E38080E4BD8FE688BFE5BBBAE8A8ADE7B582E696BCE588B0E4BA86E694B6E5B0BEE99A8EE6AEB5EFBC8103>"
"84","2","108","14","True","<hex:020945E802FF19E6B5B8E99BAAE6B5B4E5A0B4E695B4E58299E8A888E58A83FF27E7ACAC3134E99A8EE6AEB5E38080E6B5B8E99BAAE6B5B4E5A0B4E695B4E58299E8A888E58A8303>"
"85","2","109","15","False","<hex:020957E802FF22E6B5B8E99BAAE6B5B4E5A0B4E79BAEE5898DE6ADA3E59CA8E5BBBAE8A8ADE4B8ADFF30E7ACAC3135E99A8EE6AEB5E38080E6B5B8E99BAAE6B5B4E5A0B4E79BAEE5898DE6ADA3E59CA8E5BBBAE8A8ADE4B8AD03>"
"86","2","111","16","False","<hex:02096FE802FF2EE8AB8BE59084E4BD8DE4BE86E58D94E58AA9E5BBBAE980A0E789B9E588A5E79A84E7B480E5BFB5E7A291EFBC81FF3CE7ACAC3136E99A8EE6AEB5E38080E8AB8BE59084E4BD8DE4BE86E58D94E58AA9E5BBBAE980A0E789B9E588A5E79A84E7B480E5BFB5E7A291EFBC8103>"
"87","2","112","17","True","<hex:020957E802FF22E892BCE5A4A9E8A197E9878DE5BBBAE5B7A5E7A88BE585A8E99DA2E7ABA3E5B7A5FF30E7ACAC3137E99A8EE6AEB5E38080E892BCE5A4A9E8A197E9878DE5BBBAE5B7A5E7A88BE585A8E99DA2E7ABA3E5B7A503>"
"88","1","0","0","True",""
"89","2","113","1","True","即將舉辦蒼天同慶！"
"90","3","112","6","True","關於慶典"
